ID,LICENSE ID,ACCOUNT NUMBER,SITE NUMBER,LEGAL NAME,DOING BUSINESS AS NAME,ADDRESS,CITY,STATE,ZIP CODE,WARD,PRECINCT,WARD PRECINCT,POLICE DISTRICT,LICENSE CODE,LICENSE DESCRIPTION,BUSINESS ACTIVITY ID,BUSINESS ACTIVITY,LICENSE NUMBER,APPLICATION TYPE,APPLICATION CREATED DATE,APPLICATION REQUIREMENTS COMPLETE,PAYMENT DATE,CONDITIONAL APPROVAL,LICENSE TERM START DATE,LICENSE TERM EXPIRATION DATE,LICENSE APPROVED FOR ISSUANCE,DATE ISSUED,LICENSE STATUS,LICENSE STATUS CHANGE DATE,SSA,LATITUDE,LONGITUDE,LOCATION
1873372-20071026,1873372,250601,3,STACIA G CRAWFORD,AFRICAN ACCENTS,5820 W CHICAGO AVE 1ST,CHICAGO,IL,60651,29,45,29-45,15,1010,Limited Business License,,,1873372,C_LOC,10/26/2007,10/26/2007,10/26/2007,N,10/26/2007,11/15/2009,10/26/2007,10/26/2007,AAI,,,41.894881628,-87.771160949,"(41.89488162755578, -87.77116094881461)"
1271255-20021116,1298840,250601,1,STACIA G CRAWFORD,AFRICAN ACCENTS,5840 W CHICAGO AVE,CHICAGO,IL,60651,29,45,29-45,15,1010,Limited Business License,,,1271255,RENEW,,09/24/2002,03/05/2003,N,11/16/2002,11/15/2003,03/05/2003,03/06/2003,AAI,,,41.894870225,-87.771954778,"(41.89487022453704, -87.77195477810686)"
1246364-20061116,1757194,247170,1,COMMUNITY DOLLAR INC,AUSTIN DOLLAR PLUS,5961 W CHICAGO AVE,CHICAGO,IL,60651,29,29,29-29,15,1010,Limited Business License,,,1246364,RENEW,,09/20/2006,10/13/2006,N,11/16/2006,11/15/2007,10/13/2006,10/16/2006,AAI,,,41.894609147,-87.774683966,"(41.89460914732169, -87.77468396587314)"
1579142-20060216,1656724,31813,6,PLANNED PARENTHOOD OF ILLINOIS,PLANNED PARENTHOOD/CHICAGO AREA,5937 W CHICAGO AVE,CHICAGO,IL,60651,29,29,29-29,15,1010,Limited Business License,,,1579142,RENEW,,12/21/2005,02/02/2006,N,02/16/2006,02/15/2007,02/02/2006,02/03/2006,AAI,,,41.89462306,-87.773782711,"(41.894623059786724, -87.77378271058993)"
1246364-20020514,1246364,247170,1,COMMUNITY DOLLAR INC,AUSTIN DOLLAR PLUS,5961 W CHICAGO AVE,CHICAGO,IL,60651,29,29,29-29,15,1010,Limited Business License,,,1246364,ISSUE,05/09/2002,05/09/2002,05/09/2002,N,05/14/2002,11/15/2002,05/13/2002,05/14/2002,AAI,,,41.894609147,-87.774683966,"(41.89460914732169, -87.77468396587314)"
1573645-20051116,1639428,263230,2,"CENTRAL CHICAGO CURRENCY EXCHANGE,INC.","CENTRAL CHICAGO CURRENCY EXCHANGE, INC.",5601 W CHICAGO AVE,CHICAGO,IL,60651,29,35,29-35,15,1010,Limited Business License,,,1573645,RENEW,,09/22/2005,10/22/2005,N,11/16/2005,11/15/2006,10/22/2005,10/24/2005,AAI,,,41.894742828,-87.765453397,"(41.894742828323416, -87.7654533968402)"
1246364-20041116,1536548,247170,1,COMMUNITY DOLLAR INC,AUSTIN DOLLAR PLUS,5961 W CHICAGO AVE,CHICAGO,IL,60651,29,29,29-29,15,1010,Limited Business License,,,1246364,RENEW,,09/27/2004,10/18/2004,N,11/16/2004,11/15/2005,10/18/2004,10/19/2004,AAI,,,41.894609147,-87.774683966,"(41.89460914732169, -87.77468396587314)"
1737462-20060710,1737462,31813,6,PLANNED PARENTHOOD OF ILLINOIS,PLANNED PARENTHOOD/CHICAGO AREA,5937 W CHICAGO AVE,CHICAGO,IL,60651,29,29,29-29,15,1004,Laboratories,,,1737462,ISSUE,06/26/2006,07/10/2006,07/10/2006,N,07/10/2006,02/15/2007,07/10/2006,07/10/2006,AAI,,,41.89462306,-87.773782711,"(41.894623059786724, -87.77378271058993)"
1817028-20070406,1817028,315933,1,THE MINT GROUP LLC,THE MINT GROUP LLC,5811 W CHICAGO AVE 1 1,CHICAGO,IL,60651,29,29,29-29,15,1020,Residential Real Estate Developer,,,1817028,ISSUE,04/04/2007,04/06/2007,04/06/2007,N,04/06/2007,11/15/2007,04/06/2007,04/06/2007,AAI,,,41.894669765,-87.77066533,"(41.89466976462685, -87.77066533021669)"
1694721-20070216,1786863,220542,24,SMART TAX INC.,JACKSON HEWITT TAX SERVICES,5603 W CHICAGO AVE,CHICAGO,IL,60651,29,35,29-35,15,1010,Limited Business License,,,1694721,RENEW,,12/20/2006,02/12/2007,N,02/16/2007,01/15/2009,02/12/2007,02/23/2007,AAC,01/02/2008,,41.894741209,-87.76553949,"(41.89474120900544, -87.76553949017092)"
59367-20091116,1993839,41066,1,ANGELINE MILES/JOANN FOX,GUYS & DOLLS,5740 W CHICAGO AVE,CHICAGO,IL,60651,29,45,29-45,15,1010,Limited Business License,,,59367,RENEW,,09/15/2009,11/10/2009,N,11/16/2009,11/15/2011,11/10/2009,11/12/2009,AAI,,,41.89490512,-87.769348856,"(41.894905119902646, -87.76934885575506)"
1384368-20111116,2117714,267065,1,LYSTRA C. BEECHAM,CHARDAY'S BARBER CUTS & BEAUTY SALON,5661 W CHICAGO AVE,CHICAGO,IL,60651,29,35,29-35,15,1010,Limited Business License,,,1384368,RENEW,,09/15/2011,01/19/2012,N,11/16/2011,11/15/2013,01/19/2012,01/20/2012,AAI,,,41.894710512,-87.767764563,"(41.894710512241254, -87.76776456348807)"
58380-20021116,1294162,89489,2,CARL BROADWATER,DOUBLE DOOR DRY CLEANERS,5925 W CHICAGO AVE  1,CHICAGO,IL,60651,29,29,29-29,15,1010,Limited Business License,,,58380,RENEW,,09/24/2002,11/22/2002,N,11/16/2002,11/15/2003,12/24/2002,12/30/2002,AAI,,,41.894629485,-87.773332258,"(41.89462948546298, -87.77333225771955)"
1271255-20020924,1271255,250601,1,STACIA G CRAWFORD,AFRICAN ACCENTS,5840 W CHICAGO AVE,CHICAGO,IL,60651,29,45,29-45,15,1010,Limited Business License,,,1271255,ISSUE,07/09/2002,07/09/2002,07/09/2002,N,09/24/2002,11/15/2002,09/23/2002,09/24/2002,AAI,,,41.894870225,-87.771954778,"(41.89487022453704, -87.77195477810686)"
1893421-20111116,2118821,328919,1,KWAN H. KIM,MOM'S WASHLAND,5637 W CHICAGO AVE,CHICAGO,IL,60651,29,35,29-35,15,1010,Limited Business License,,,1893421,RENEW,,09/15/2011,12/19/2011,N,11/16/2011,11/15/2013,12/19/2011,12/20/2011,AAC,12/29/2012,,41.89472402,-87.766777177,"(41.89472402028131, -87.76677717696077)"
1768650-20091116,1996294,310781,1,"KIDDIE KORRAL ACADEMY, INC.",KIDDIE KORRAL ACADEMY,5836-5838 W CHICAGO AVE 1,CHICAGO,IL,60651,29,45,29-45,15,1586,Day Care Center Under 2 and 2 - 6 Years,,,1768650,RENEW,,09/15/2009,11/28/2009,N,11/16/2009,11/15/2011,11/28/2009,11/30/2009,AAI,,,41.894872435,-87.771795913,"(41.894872435106244, -87.77179591291225)"
14251-20030516,1350297,85659,78,H&R BLOCK ENTERPRISES LLC,"H & R BLOCK TAX SERVICES, INC",5753 W CHICAGO AVE 1ST #,CHICAGO,IL,60651,29,35,29-35,15,1010,Limited Business License,,,14251,RENEW,,03/25/2003,05/14/2003,N,05/16/2003,05/15/2004,05/14/2003,06/24/2003,AAI,,,41.8946754,-87.770085469,"(41.89467540014591, -87.77008546898129)"
37907-20011116,1185795,54671,1,MINZ RECORD PRODUCTION,MINZ RECORD PRODUCTION,5725 W CHICAGO AVE 1ST,CHICAGO,IL,60651,29,35,29-35,15,1010,Limited Business License,,,37907,RENEW,,10/03/2001,10/25/2002,N,11/16/2001,11/15/2002,10/25/2002,10/25/2002,AAI,,,41.894690487,-87.768986957,"(41.89469048714729, -87.76898695672315)"
2273-20051116,1627559,24305,1,PETRO POPOWYCZ,PETRO POPOWYCZ,5837 W CHICAGO AVE 1ST,CHICAGO,IL,60651,29,29,29-29,15,1054,Veterinary Hospital,,,2273,RENEW,,09/22/2005,10/11/2005,N,11/16/2005,11/15/2006,10/11/2005,10/12/2005,AAI,,,41.8946548,-87.771654816,"(41.894654799658774, -87.77165481600393)"
1878742-20091116,1996884,324703,1,JENNIFER MEAS,MAGIC CELLULAR,5967 W CHICAGO AVE 1,CHICAGO,IL,60651,29,29,29-29,15,1010,Limited Business License,,,1878742,RENEW,,09/15/2009,11/13/2009,N,11/16/2009,11/15/2011,11/13/2009,11/16/2009,AAC,01/14/2011,,41.894605595,-87.774909299,"(41.89460559487295, -87.77490929875101)"
1898972-20080409,1898972,329873,1,LAYLA F. JUDEH,DOLLAR ZONE PLUS,5605 W CHICAGO AVE 1ST,CHICAGO,IL,60651,29,35,29-35,15,1010,Limited Business License,,,1898972,ISSUE,04/02/2008,04/08/2008,04/08/2008,N,04/09/2008,11/15/2009,04/08/2008,04/09/2008,AAI,,,41.894739816,-87.765626737,"(41.894739815720484, -87.76562673682143)"
1596457-20051116,1644192,291826,1,"DOLLAR ZONE OF COUNTRYSIDE, INC.",DOLLAR STORE,5605-5607 W CHICAGO AVE 1,CHICAGO,IL,60651,29,35,29-35,15,1010,Limited Business License,,,1596457,RENEW,,09/22/2005,10/26/2005,N,11/16/2005,11/15/2006,10/26/2005,10/27/2005,AAI,,,41.894739816,-87.765626737,"(41.894739815720484, -87.76562673682143)"
12776-20051116,1628188,27108,1,HAROLD R BLAKE,AVANTI ELEGANT BOUTIQUE,5949 W CHICAGO AVE,CHICAGO,IL,60651,29,29,29-29,15,1010,Limited Business License,,,12776,RENEW,,09/22/2005,11/16/2005,N,11/16/2005,11/15/2006,11/16/2005,11/17/2005,AAI,,,41.894616152,-87.774233382,"(41.894616151806034, -87.77423338188208)"
1596457-20050525,1596457,291826,1,"DOLLAR ZONE OF COUNTRYSIDE, INC.",DOLLAR STORE,5605-5607 W CHICAGO AVE 1,CHICAGO,IL,60651,29,35,29-35,15,1010,Limited Business License,,,1596457,ISSUE,05/24/2005,05/24/2005,05/24/2005,N,05/25/2005,11/15/2005,05/24/2005,05/25/2005,AAI,,,41.894739816,-87.765626737,"(41.894739815720484, -87.76562673682143)"
1893422-20091116,1996999,328919,1,KWAN H. KIM,MOM'S WASHLAND,5637 W CHICAGO AVE,CHICAGO,IL,60651,29,35,29-35,15,1456,"Laundry, Late Hour",,,1893422,RENEW,,09/15/2009,02/10/2010,N,11/16/2009,11/15/2011,02/10/2010,03/22/2010,AAI,,,41.89472402,-87.766777177,"(41.89472402028131, -87.76677717696077)"
1893421-20091116,1996998,328919,1,KWAN H. KIM,MOM'S WASHLAND,5637 W CHICAGO AVE,CHICAGO,IL,60651,29,35,29-35,15,1010,Limited Business License,,,1893421,RENEW,,09/15/2009,01/13/2010,N,11/16/2009,11/15/2011,01/27/2010,03/22/2010,AAI,,,41.89472402,-87.766777177,"(41.89472402028131, -87.76677717696077)"
1578601-20051116,1643531,288528,1,MARKO KNEZOVIC,WASHOUT IN,5951 W CHICAGO AVE,CHICAGO,IL,60651,29,29,29-29,15,1010,Limited Business License,,,1578601,RENEW,,09/22/2005,03/23/2006,N,11/16/2005,11/15/2006,03/23/2006,03/24/2006,AAI,,,41.894615,-87.774308494,"(41.894615000303915, -87.77430849375654)"
1879511-20091216,2001976,325018,25,"TAX SERVICES OF AMERICA, INC.",JACKSON HEWITT TAX SERVICE,5603 W CHICAGO AVE 1,CHICAGO,IL,60651,29,35,29-35,15,1010,Limited Business License,,,1879511,RENEW,,10/14/2009,12/16/2009,N,12/16/2009,12/15/2011,12/16/2009,12/17/2009,AAI,,,41.894741209,-87.76553949,"(41.89474120900544, -87.76553949017092)"
1893422-20080312,1893422,328919,1,KWAN H. KIM,MOM'S WASHLAND,5637 W CHICAGO AVE,CHICAGO,IL,60651,29,35,29-35,15,1456,"Laundry, Late Hour",,,1893422,ISSUE,03/12/2008,03/12/2008,03/12/2008,N,03/12/2008,11/15/2009,03/12/2008,03/12/2008,AAI,,,41.89472402,-87.766777177,"(41.89472402028131, -87.76677717696077)"
2073718-20101228,2073718,338372,2,WIRELESS DEPOT COMMUNICATIONS INC.,MAGIC CELLULAR,5967 W CHICAGO AVE 1ST,CHICAGO,IL,60651,29,29,29-29,15,1010,Limited Business License,,,2073718,ISSUE,12/20/2010,12/28/2010,12/28/2010,N,12/28/2010,01/15/2013,12/28/2010,12/28/2010,AAI,,,41.894605595,-87.774909299,"(41.89460559487295, -87.77490929875101)"
59370-20071116,1851551,18849,2,JUNG W & WOO J NO,CHICAGO BEAUTY SUPPLY,5600 W CHICAGO AVE # 1ST,CHICAGO,IL,60651,29,5,29-5,15,1010,Limited Business License,,,59370,RENEW,,09/21/2007,10/25/2007,N,11/16/2007,11/15/2009,10/25/2007,10/26/2007,AAI,,,41.894962293,-87.765460791,"(41.89496229349977, -87.76546079122906)"
3158-20031116,1432871,50377,1,DONALD FALATO,WASHOUT INN,5951 W CHICAGO AVE 1ST,CHICAGO,IL,60651,29,29,29-29,15,1010,Limited Business License,,,3158,RENEW,,09/26/2003,10/24/2003,N,11/16/2003,11/15/2004,10/24/2003,01/15/2004,AAI,,,41.894615,-87.774308494,"(41.894615000303915, -87.77430849375654)"
16429-20091116,1993743,37164,1,MARVIN MEDLOCK,MEDLOCK CONTRUCTION,5801 W CHICAGO AVE  1ST,CHICAGO,IL,60651,29,29,29-29,15,1010,Limited Business License,,,16429,RENEW,,09/15/2009,10/16/2009,N,11/16/2009,11/15/2011,10/16/2009,10/19/2009,AAI,,,41.894674466,-87.770200318,"(41.89467446603847, -87.77020031763878)"
59367-20061116,1750697,41066,1,ANGELINE MILES/JOANN FOX,GUYS & DOLLS,5740 W CHICAGO AVE,CHICAGO,IL,60651,29,45,29-45,15,1010,Limited Business License,,,59367,RENEW,,09/20/2006,10/23/2006,N,11/16/2006,11/15/2007,10/23/2006,10/24/2006,AAI,,,41.89490512,-87.769348856,"(41.894905119902646, -87.76934885575506)"
16429-20071116,1854316,37164,1,MARVIN MEDLOCK,MEDLOCK CONTRUCTION,5801 W CHICAGO AVE  1ST,CHICAGO,IL,60651,29,29,29-29,15,1010,Limited Business License,,,16429,RENEW,,09/21/2007,10/26/2007,N,11/16/2007,11/15/2009,10/26/2007,10/29/2007,AAI,,,41.894674466,-87.770200318,"(41.89467446603847, -87.77020031763878)"
1873175-20111116,2117011,67715,2,FOUSSENA NANDOMA,FLORENCE AFRICAN HAIR BRAIDING,5923 W CHICAGO AVE 1,CHICAGO,IL,60651,29,29,29-29,15,1010,Limited Business License,,,1873175,RENEW,,09/15/2011,02/17/2012,N,11/16/2011,11/15/2013,02/17/2012,02/17/2012,AAI,,,41.894630548,-87.773257143,"(41.89463054803182, -87.77325714348717)"
59370-20061116,1747142,18849,2,JUNG W & WOO J NO,CHICAGO BEAUTY SUPPLY,5600 W CHICAGO AVE # 1ST,CHICAGO,IL,60651,29,5,29-5,15,1010,Limited Business License,,,59370,RENEW,,09/20/2006,10/16/2006,N,11/16/2006,11/15/2007,10/16/2006,12/13/2006,AAI,,,41.894962293,-87.765460791,"(41.89496229349977, -87.76546079122906)"
53878-20031116,1431628,38893,1,PLAYLAND NURSERY,PLAYLAND NURSERY,5838  -00036 W CHICAGO AVE  1,CHICAGO,IL,60651,29,45,29-45,15,1584,Day Care Center 2 - 6 Years,,,53878,RENEW,,09/26/2003,10/27/2003,N,11/16/2003,11/15/2004,12/22/2003,01/06/2004,AAI,,,41.894872435,-87.771795913,"(41.894872435106244, -87.77179591291225)"
16429-20051116,1630103,37164,1,MARVIN MEDLOCK,MEDLOCK CONTRUCTION,5801 W CHICAGO AVE  1ST,CHICAGO,IL,60651,29,29,29-29,15,1010,Limited Business License,,,16429,RENEW,,09/22/2005,11/15/2005,N,11/16/2005,11/15/2006,11/15/2005,11/16/2005,AAI,,,41.894674466,-87.770200318,"(41.89467446603847, -87.77020031763878)"
2163464-20120626,2163464,367755,1,"CHICAGO AVE GRILL, INC.",WESTSIDE FOOD MART,5613 W CHICAGO AVE 1ST,CHICAGO,IL,60651,29,35,29-35,15,1010,Limited Business License,,,2163464,ISSUE,06/26/2012,06/26/2012,06/26/2012,N,06/26/2012,12/15/2013,06/26/2012,06/26/2012,AAC,10/15/2012,,41.894735094,-87.765970904,"(41.89473509361997, -87.7659709043546)"
59367-20031116,1431914,41066,1,ANGELINE MILES/JOANN FOX,GUYS & DOLLS,5740 W CHICAGO AVE,CHICAGO,IL,60651,29,45,29-45,15,1010,Limited Business License,,,59367,RENEW,,09/26/2003,10/27/2003,N,11/16/2003,11/15/2004,10/27/2003,10/28/2003,AAI,,,41.89490512,-87.769348856,"(41.894905119902646, -87.76934885575506)"
1384368-20041116,1539104,267065,1,LYSTRA C. BEECHAM,CHARDAY'S BARBER CUTS & BEAUTY SALON,5661 W CHICAGO AVE,CHICAGO,IL,60651,29,35,29-35,15,1010,Limited Business License,,,1384368,RENEW,,09/27/2004,01/04/2005,N,11/16/2004,11/15/2005,01/04/2005,01/05/2005,AAI,,,41.894710512,-87.767764563,"(41.894710512241254, -87.76776456348807)"
1477226-20040218,1477226,264605,2,CINDY ZAPATA,QUICK COMM,5927 W CHICAGO AVE,CHICAGO,IL,60651,29,29,29-29,15,1010,Limited Business License,,,1477226,ISSUE,02/17/2004,02/17/2004,02/17/2004,N,02/18/2004,08/15/2004,02/17/2004,02/18/2004,AAI,,,41.894628423,-87.773407372,"(41.89462842284497, -87.77340737194997)"
1494536-20071116,1863090,277758,1,"ONLY BY FAITH, INC.",ONLY BY FAITH,5700 W CHICAGO AVE 2,CHICAGO,IL,60651,29,45,29-45,15,1010,Limited Business License,,,1494536,RENEW,,09/21/2007,10/08/2007,N,11/16/2007,11/15/2009,10/08/2007,10/09/2007,AAI,,,41.89492663,-87.768008331,"(41.89492662954099, -87.76800833135303)"
2060907-20101013,2060907,357253,1,DETERMINED HUSTLA ENTERTAINMENT INC.,D.H. CLOTHING & VARIETY,5951 W CHICAGO AVE 1 1,CHICAGO,IL,60651,29,29,29-29,15,1010,Limited Business License,,,2060907,ISSUE,10/13/2010,10/13/2010,10/13/2010,N,10/13/2010,10/15/2012,10/13/2010,10/13/2010,AAI,,,41.894615,-87.774308494,"(41.894615000303915, -87.77430849375654)"
1353708-20041116,1538308,262068,1,JEFFREY M. PERKINS,HIZ & HERZ BEAUTY,5923 W CHICAGO AVE,CHICAGO,IL,60651,29,29,29-29,15,1010,Limited Business License,,,1353708,RENEW,,09/27/2004,01/11/2005,N,11/16/2004,11/15/2005,01/12/2005,01/13/2005,AAI,,,41.894630548,-87.773257143,"(41.89463054803182, -87.77325714348717)"
16430-20021116,1287304,37164,1,MARVIN MEDLOCK,MEDLOCK CONTRUCTION,5801 W CHICAGO AVE  1ST,CHICAGO,IL,60651,29,29,29-29,15,1011,Home Repair,,,16430,RENEW,,09/24/2002,11/14/2002,N,11/16/2002,11/15/2003,11/14/2002,02/21/2003,AAI,,,41.894674466,-87.770200318,"(41.89467446603847, -87.77020031763878)"
1246364-20071116,1860530,247170,1,COMMUNITY DOLLAR INC,AUSTIN DOLLAR PLUS,5961 W CHICAGO AVE,CHICAGO,IL,60651,29,29,29-29,15,1010,Limited Business License,,,1246364,RENEW,,09/21/2007,10/30/2007,N,11/16/2007,11/15/2009,10/30/2007,10/31/2007,AAI,,,41.894609147,-87.774683966,"(41.89460914732169, -87.77468396587314)"
12776-20061116,1748449,27108,1,HAROLD R BLAKE,AVANTI ELEGANT BOUTIQUE,5949 W CHICAGO AVE,CHICAGO,IL,60651,29,29,29-29,15,1010,Limited Business License,,,12776,RENEW,,09/20/2006,11/29/2006,N,11/16/2006,11/15/2007,11/29/2006,02/22/2007,AAI,,,41.894616152,-87.774233382,"(41.894616151806034, -87.77423338188208)"
1768650-20111116,2118422,310781,1,"KIDDIE KORRAL ACADEMY, INC.",KIDDIE KORRAL ACADEMY,5836-5838 W CHICAGO AVE 1,CHICAGO,IL,60651,29,45,29-45,15,1586,Day Care Center Under 2 and 2 - 6 Years,,,1768650,RENEW,,09/15/2011,12/29/2011,N,11/16/2011,11/15/2013,12/30/2011,01/03/2012,AAC,12/29/2012,,41.894872435,-87.771795913,"(41.894872435106244, -87.77179591291225)"
37907-20031116,1574240,54671,1,MINZ RECORD PRODUCTION,MINZ RECORD PRODUCTION,5725 W CHICAGO AVE 1ST,CHICAGO,IL,60651,29,35,29-35,15,1010,Limited Business License,,,37907,RENEW,,01/12/2005,01/12/2005,N,11/16/2003,11/15/2004,,01/12/2005,AAI,,,41.894690487,-87.768986957,"(41.89469048714729, -87.76898695672315)"
1879511-20080206,1879511,325018,25,"TAX SERVICES OF AMERICA, INC.",JACKSON HEWITT TAX SERVICE,5603 W CHICAGO AVE 1,CHICAGO,IL,60651,29,35,29-35,15,1010,Limited Business License,,,1879511,ISSUE,12/10/2007,02/06/2008,02/06/2008,N,02/06/2008,12/15/2009,02/06/2008,02/06/2008,AAI,,,41.894741209,-87.76553949,"(41.89474120900544, -87.76553949017092)"
37907-20051116,1632392,54671,1,MINZ RECORD PRODUCTION,MINZ RECORD PRODUCTION,5725 W CHICAGO AVE 1ST,CHICAGO,IL,60651,29,35,29-35,15,1010,Limited Business License,,,37907,RENEW,,09/22/2005,12/28/2005,N,11/16/2005,11/15/2006,12/28/2005,12/29/2005,AAI,,,41.894690487,-87.768986957,"(41.89469048714729, -87.76898695672315)"
12776-20011116,1179843,27108,1,HAROLD R BLAKE,AVANTI ELEGANT BOUTIQUE,5949 W CHICAGO AVE,CHICAGO,IL,60651,29,29,29-29,15,1010,Limited Business License,,,12776,RENEW,,10/03/2001,01/02/2002,N,11/16/2001,11/15/2002,01/02/2002,01/03/2002,AAI,,,41.894616152,-87.774233382,"(41.894616151806034, -87.77423338188208)"
1800190-20071116,1864587,290890,1,JAMES SPEARMAN,THE OFFICE,5812 W CHICAGO AVE 1ST,CHICAGO,IL,60651,29,45,29-45,15,1010,Limited Business License,,,1800190,RENEW,,09/21/2007,11/07/2007,N,11/16/2007,11/15/2009,11/07/2007,11/08/2007,AAI,,,41.894886814,-87.77084293,"(41.89488681369428, -87.77084292979197)"
42812-20041116,1527740,34897,1,CHICAGO AUSTIN CURR EXCH INC,CHICAGO AUSTIN CURR EXCH INC,5946 W CHICAGO AVE 1ST,CHICAGO,IL,60651,29,45,29-45,15,1010,Limited Business License,,,42812,RENEW,,09/27/2004,10/19/2004,N,11/16/2004,11/15/2005,10/19/2004,10/20/2004,AAI,,,41.894836792,-87.774164297,"(41.89483679195746, -87.77416429728628)"
1578601-20050304,1578601,288528,1,MARKO KNEZOVIC,WASHOUT IN,5951 W CHICAGO AVE,CHICAGO,IL,60651,29,29,29-29,15,1010,Limited Business License,,,1578601,ISSUE,03/04/2005,03/04/2005,03/04/2005,N,03/04/2005,11/15/2005,03/04/2005,03/04/2005,AAI,,,41.894615,-87.774308494,"(41.894615000303915, -87.77430849375654)"
1226127-20041116,1536092,243453,2,"QUICK REFUNDS, INC.",QUICK REFUNDS,5727 W CHICAGO AVE,CHICAGO,IL,60651,29,35,29-35,15,1010,Limited Business License,,,1226127,RENEW,,09/27/2004,01/14/2005,N,11/16/2004,11/15/2005,01/14/2005,01/31/2005,AAI,,,41.89468877,-87.76909651,"(41.89468876960142, -87.76909651001375)"
1873382-20091116,1993797,39679,2,JACKIE LOFTON,BOTTOM NAIL SALON,5847 W CHICAGO AVE 1,CHICAGO,IL,60651,29,29,29-29,15,1010,Limited Business License,,,1873382,RENEW,,09/15/2009,11/17/2009,N,11/16/2009,11/15/2011,11/17/2009,11/18/2009,AAI,,,41.894649367,-87.772034695,"(41.894649367208196, -87.77203469457346)"
14251-20050516,1587556,85659,78,H&R BLOCK ENTERPRISES LLC,"H & R BLOCK TAX SERVICES, INC",5753 W CHICAGO AVE 1ST #,CHICAGO,IL,60651,29,35,29-35,15,1010,Limited Business License,,,14251,RENEW,,03/23/2005,05/10/2005,N,05/16/2005,05/15/2006,05/10/2005,05/10/2005,AAI,,,41.8946754,-87.770085469,"(41.89467540014591, -87.77008546898129)"
1384368-20071116,1862016,267065,1,LYSTRA C. BEECHAM,CHARDAY'S BARBER CUTS & BEAUTY SALON,5661 W CHICAGO AVE,CHICAGO,IL,60651,29,35,29-35,15,1010,Limited Business License,,,1384368,RENEW,,09/21/2007,11/14/2007,N,11/16/2007,11/15/2009,11/14/2007,11/14/2007,AAI,,,41.894710512,-87.767764563,"(41.894710512241254, -87.76776456348807)"
1514359-20040712,1514359,246646,2,JOYCE L. SMITH,BIBLEWAY VIDEOS,5840 W CHICAGO AVE,CHICAGO,IL,60651,29,45,29-45,15,1010,Limited Business License,,,1514359,C_LOC,07/09/2004,07/09/2004,07/09/2004,N,07/12/2004,02/15/2005,07/09/2004,07/12/2004,AAI,,,41.894870225,-87.771954778,"(41.89487022453704, -87.77195477810686)"
42812-20031116,1431046,34897,1,CHICAGO AUSTIN CURR EXCH INC,CHICAGO AUSTIN CURR EXCH INC,5946 W CHICAGO AVE 1ST,CHICAGO,IL,60651,29,45,29-45,15,1010,Limited Business License,,,42812,RENEW,,09/26/2003,10/24/2003,N,11/16/2003,11/15/2004,10/24/2003,10/27/2003,AAI,,,41.894836792,-87.774164297,"(41.89483679195746, -87.77416429728628)"
2163547-20151116,2424888,34335,2,YOUNG SOON ROSIER,IDEEL CLEANERS,5609 W CHICAGO AVE 1ST,CHICAGO,IL,60651,29,35,29-35,15,1010,Limited Business License,,,2163547,RENEW,,09/15/2015,10/13/2015,N,11/16/2015,11/15/2017,10/13/2015,10/14/2015,AAI,,,41.89473748,-87.765798787,"(41.89473747960189, -87.76579878716564)"
1579142-20100216,2010387,31813,6,PLANNED PARENTHOOD OF ILLINOIS,PLANNED PARENTHOOD/CHICAGO AREA,5937 W CHICAGO AVE,CHICAGO,IL,60651,29,29,29-29,15,1010,Limited Business License,,,1579142,RENEW,,12/16/2009,02/09/2010,N,02/16/2010,02/15/2012,02/09/2010,02/17/2010,AAI,,,41.89462306,-87.773782711,"(41.894623059786724, -87.77378271058993)"
59370-20011116,1177420,18849,2,JUNG W & WOO J NO,CHICAGO BEAUTY SUPPLY,5600 W CHICAGO AVE # 1ST,CHICAGO,IL,60651,29,5,29-5,15,1010,Limited Business License,,,59370,RENEW,,10/03/2001,11/08/2001,N,11/16/2001,11/15/2002,11/08/2001,02/07/2002,AAI,,,41.894962293,-87.765460791,"(41.89496229349977, -87.76546079122906)"
2008889-20120116,2128463,334886,2,"FORREST CLEANERS, INC.","FORREST CLEANERS, INC.",5925 W CHICAGO AVE 1,CHICAGO,IL,60651,29,29,29-29,15,1010,Limited Business License,,,2008889,RENEW,,11/15/2011,01/04/2012,N,01/16/2012,01/15/2014,01/04/2012,01/05/2012,AAI,,,41.894629485,-87.773332258,"(41.89462948546298, -87.77333225771955)"
12776-20091116,1993444,27108,1,HAROLD R BLAKE,AVANTI ELEGANT BOUTIQUE,5949 W CHICAGO AVE,CHICAGO,IL,60651,29,29,29-29,15,1010,Limited Business License,,,12776,RENEW,,09/15/2009,11/30/2009,N,11/16/2009,11/15/2011,11/30/2009,11/30/2009,AAI,,,41.894616152,-87.774233382,"(41.894616151806034, -87.77423338188208)"
1998570-20111116,2119314,347786,1,"CHICAGO AVE DISCOUNT STORE, INC.",CHICAGO AVE DISCOUNT STORE,5605 W CHICAGO AVE 1ST,CHICAGO,IL,60651,29,35,29-35,15,1010,Limited Business License,,,1998570,RENEW,,09/15/2011,01/23/2012,N,11/16/2011,11/15/2013,01/23/2012,01/24/2012,AAC,08/03/2012,,41.894739816,-87.765626737,"(41.894739815720484, -87.76562673682143)"
